Trial,category,sub_trial,x1,x2,x3,x4,x5,x6,x7,x8,average,average_circ,bincorrect,bincorrect_circ
1900,-45.0,25,-12,-47,-52,-89,82,-48,-67,-41,-34.25,-43.68616936187425,False,False
1901,-45.0,26,-20,6,-74,-60,-2,-86,-49,-51,-42.0,-42.42888881965453,False,False
1902,-45.0,27,-24,-58,81,-22,-82,-67,-46,-58,-34.5,-43.89737247967801,False,False
1903,-45.0,28,-85,-83,-60,-63,84,74,86,-71,-14.75,-41.87742360425821,False,False
1904,-45.0,29,-17,35,-64,-42,-84,-78,-58,-33,-42.625,-45.086798841836014,False,False
1905,-45.0,30,-27,-78,-87,-51,-73,-86,42,2,-44.75,-48.92560504666875,False,False
1906,-45.0,31,-88,58,-54,-50,-45,0,-59,-86,-40.5,-46.374400648015694,False,False
1907,-45.0,32,-71,69,-50,-34,-72,-18,-57,-73,-38.25,-45.92366226543365,False,False
1908,-45.0,33,-75,-48,-58,35,77,-66,-59,-57,-31.375,-42.359989234347665,False,False
1909,-45.0,34,50,-39,-86,-46,-56,17,-80,-59,-37.375,-42.05308412224542,False,False
1910,-45.0,35,-31,-15,-70,-76,-83,6,32,-72,-38.625,-40.4680127377822,False,False
1911,-45.0,36,-42,-66,-51,-85,-56,68,-85,77,-30.0,-46.500464381047095,False,False
1912,-45.0,37,-63,-78,59,-54,-32,-44,-9,-62,-35.375,-40.462193511488096,False,False
1913,-45.0,38,-43,-15,-85,-28,79,-28,-86,-81,-35.875,-44.35930296864507,False,False
1914,-45.0,39,25,-50,-85,42,23,-82,-79,-81,-35.875,-40.54828314380606,False,False
1915,-45.0,40,-72,23,-62,-75,70,-78,-26,-65,-35.625,-44.7231726974027,False,False
1916,-45.0,41,-45,-50,-70,-70,-48,-2,-82,67,-37.5,-44.78246691725542,False,False
1917,-45.0,42,-77,-89,-20,30,4,-54,-31,-82,-39.875,-41.253980999283385,False,False
1918,-45.0,43,10,-10,-72,-63,-65,-56,-67,1,-40.25,-41.2720995764264,False,False
1919,-45.0,44,-24,-43,-67,-60,-31,-7,-57,-68,-44.625,-44.85618843693024,False,False
1920,-45.0,45,-61,-82,-42,0,-47,5,-56,-54,-42.125,-42.848375838359004,False,False
1921,-45.0,46,67,-8,-54,-78,-40,-15,-64,-82,-34.25,-40.23990986296559,False,False
1922,-45.0,47,1,-84,17,24,-82,-88,-67,-63,-42.75,-45.61118760089241,False,False
1923,-45.0,48,-83,-71,-60,9,-64,9,-78,83,-31.875,-42.44484355551762,False,False
1924,-45.0,49,-35,-79,-81,-2,-39,-70,-52,1,-44.625,-45.098633562026464,False,False
1925,-45.0,50,-69,-64,-34,-15,-51,65,-45,-68,-35.125,-41.32866031511003,False,False
1926,-45.0,51,-20,-27,-58,-47,-77,-56,-65,10,-42.5,-43.17818565962591,False,False
1927,-45.0,52,-89,-10,-64,-88,-63,8,-39,53,-36.5,-40.36655801239681,False,False
1928,-45.0,53,-88,-68,-74,-26,-61,83,74,-50,-26.25,-44.101835003644794,False,False
1929,-45.0,54,-46,-44,-89,27,-87,-54,-23,-6,-40.25,-41.15169130551084,False,False
1930,-45.0,55,-4,-66,-51,-30,-41,-29,-58,-90,-46.125,-46.0585552511279,False,False
1931,-45.0,56,-73,-50,1,-88,61,-77,-56,-1,-35.375,-40.73621702377284,False,False
1932,-45.0,57,-65,-34,14,-69,-68,-28,-66,-58,-46.75,-48.06844580991745,False,False
1933,-45.0,58,-48,-20,-66,-20,-76,32,-76,-45,-39.875,-41.75619306663248,False,False
1934,-45.0,59,-66,-48,-77,-67,-42,-49,20,31,-37.25,-40.11779219675876,False,False
1935,-45.0,60,-81,-15,-22,-87,31,-75,-13,-57,-39.875,-41.1138234630898,False,False
1936,-45.0,61,-78,5,-49,-57,-71,-31,84,-67,-33.0,-43.47399401095046,False,False
1937,-45.0,62,-68,32,-73,-62,-54,-73,-31,68,-32.625,-41.228023355434175,False,False
1938,-45.0,63,66,2,-78,-74,27,-69,-56,-88,-33.75,-41.46706527403046,False,False
1939,-45.0,64,-31,-17,-20,41,-89,-52,-55,-89,-39.0,-40.90848942443617,False,False
1940,-45.0,65,-32,-67,-36,-43,-61,-47,-40,-7,-41.625,-41.746275966549206,False,False
1941,-45.0,66,-58,-44,63,-48,-27,-79,-29,-82,-38.0,-43.93924756285702,False,False
1942,-45.0,67,-80,-5,-44,-43,-49,3,-88,-84,-48.75,-49.36833430956932,False,False
1943,-45.0,68,-73,11,10,-68,-54,-80,-82,28,-38.5,-40.95594634610006,False,False
1944,-45.0,69,-22,-53,-89,-61,-23,-87,-27,19,-42.875,-43.32454383746088,False,False
1945,-45.0,70,-63,-87,-70,-61,-53,-57,9,79,-37.875,-48.96641440616594,False,False
1946,-45.0,71,-50,-86,41,-4,-33,-80,-70,-44,-40.75,-43.726529886160705,False,False
1947,-45.0,72,66,-31,-70,84,-72,-72,-80,-58,-29.125,-47.26370748309722,False,False
1948,-45.0,73,-81,-48,-63,-38,-71,81,-68,31,-32.125,-43.65202693056287,False,False
1949,-45.0,74,51,-78,-87,-55,49,-78,-86,23,-32.625,-40.65689073881637,False,False
1950,-45.0,75,-77,54,-82,-49,-46,64,-85,-71,-36.5,-49.3466936167477,False,False
1951,-45.0,76,-88,-30,-40,-67,-25,38,-82,-42,-42.0,-44.34163168632395,False,False
1952,-45.0,77,68,-7,-54,-85,-67,-14,-43,-85,-35.875,-42.29353412350906,False,False
1953,-45.0,78,-88,-11,-75,-82,-38,78,-63,8,-33.875,-42.528745456282564,False,False
1954,-45.0,79,-46,-44,-75,14,-71,-40,13,-62,-38.875,-40.2520888579009,False,False
1955,-45.0,80,-77,-82,-43,38,-31,-89,-13,-73,-46.25,-49.587641160465665,False,False
1956,-45.0,81,-45,-53,29,-67,-20,-45,-55,-79,-41.875,-43.86256863978281,False,False
1957,-45.0,82,86,-54,-11,-63,-71,73,-68,-84,-24.0,-41.31518790993712,False,False
1958,-45.0,83,2,-69,-86,-90,24,-83,-55,61,-37.0,-44.21886476546675,False,False
1959,-45.0,84,45,-78,-20,-33,-71,-82,-66,-5,-38.75,-41.912440228972656,False,False
1960,-45.0,85,-77,-85,-52,-73,40,25,-48,-55,-40.625,-45.5255955492234,False,False
1961,-45.0,86,-22,37,-11,-89,63,-83,-77,-88,-33.75,-40.47860330991702,False,False
1962,-45.0,87,39,-82,-88,76,-54,-88,-58,-26,-35.125,-47.04536865710668,False,False
1963,-45.0,88,-87,-17,-70,-70,37,-67,-53,-13,-42.5,-45.3476330309862,False,False
1964,-45.0,89,35,-21,-74,34,-73,-76,-66,-58,-37.375,-41.83717705897203,False,False
1965,-45.0,90,-61,-39,-70,-49,23,-90,-75,30,-41.375,-44.787304988810575,False,False
1966,-45.0,91,-46,12,-85,-59,-57,-90,5,-1,-40.125,-40.64263103935943,False,False
1967,-45.0,92,-41,-76,-49,-38,-19,-40,-62,-70,-49.375,-49.382435864417005,False,False
1968,-45.0,93,-55,-66,89,-20,-89,-53,83,-77,-23.5,-44.51877062206131,False,False
1969,-45.0,94,-9,63,-31,-48,-74,-74,-77,-33,-35.375,-40.86665654829221,False,False
1970,-45.0,95,-25,13,-80,39,-53,-82,-49,-79,-39.5,-42.70249465714795,False,False
1971,-45.0,96,-83,0,-84,10,-88,-71,65,-36,-35.875,-42.12697429602375,False,False
1972,-45.0,97,-90,23,-72,-74,89,41,-73,-65,-27.625,-42.35755090693331,False,False
1973,-45.0,98,-40,37,-84,-64,-50,86,-79,-81,-34.375,-49.22049205196072,False,False
1974,-45.0,99,-80,-70,-41,-73,51,-80,64,-18,-30.875,-40.034073495317244,False,False
1975,-45.0,100,-76,-38,-26,83,-50,-80,60,-88,-26.875,-40.60186438474639,False,False
1976,-45.0,101,-61,-46,-42,-66,-26,-89,-39,-27,-49.5,-49.22753048070368,False,False
1977,-45.0,102,-82,-53,86,-56,77,-90,-13,-90,-27.625,-48.174215052460795,False,False
1978,-45.0,103,-89,-11,-85,-41,-59,-55,26,-59,-46.625,-48.66576977484323,False,False
1979,-45.0,104,-57,-55,-14,-77,-29,-41,-15,-87,-46.875,-46.74282463615228,False,False
1980,-45.0,105,-78,-87,89,-58,81,-72,62,-88,-18.875,-46.98074086495399,False,False
1981,-45.0,106,-72,-4,-24,-86,-53,-16,-59,-66,-47.5,-47.823276462891016,False,False
1982,-45.0,107,-37,23,-75,-41,-34,-88,82,-83,-31.625,-41.34107918163963,False,False
1983,-45.0,108,-6,-79,-51,-42,85,-49,-77,-79,-37.25,-48.80876765183319,False,False
1984,-45.0,109,-82,-32,4,77,-90,-37,-58,-88,-38.25,-47.68859159261066,False,False
1985,-45.0,110,-20,-41,-83,80,-43,-43,-88,-46,-35.5,-44.35133272789537,False,False
1986,-45.0,111,-40,-88,-24,-82,-18,-35,-18,-32,-42.125,-41.27919595277169,False,False
1987,-45.0,112,-25,-71,-82,-51,32,-65,18,-76,-40.0,-43.071709029768385,False,False
1988,-45.0,113,54,-80,-84,-14,16,-57,-61,-83,-38.625,-44.217572633861295,False,False
1989,-45.0,114,-53,-7,-47,84,-80,-33,-64,-46,-30.75,-40.051618668616754,False,False
1990,-45.0,115,63,-29,25,-83,-66,-69,-72,-80,-38.875,-47.594415657013,False,False
1991,-45.0,116,-37,-13,70,-62,-86,-54,-34,-63,-34.875,-41.66549194499592,False,False
1992,-45.0,117,20,3,-47,-16,-79,-69,-61,-81,-41.25,-42.613455326510916,False,False
1993,-45.0,118,-23,-88,33,-21,-53,-52,-58,-76,-42.25,-44.33568991247725,False,False
1994,-45.0,119,-20,-6,-90,-82,65,-83,-26,-79,-40.125,-46.76369389200505,False,False
1995,-45.0,120,-49,-90,-53,-35,-6,-88,-86,21,-48.25,-49.83925366888141,False,False
1996,-45.0,121,-56,-38,87,-49,-74,-66,-48,-25,-33.625,-44.517375885410274,False,False
1997,-45.0,122,-46,-82,-9,-88,-61,82,-30,-70,-38.0,-48.63906536028003,False,False
1998,-45.0,123,-35,-74,-85,-12,-84,-89,36,29,-39.25,-42.709885808843154,False,False
1999,-45.0,124,-89,-71,-79,21,-76,-30,-59,28,-44.375,-48.08876768070479,False,False
2000,-45.0,125,-83,-88,3,-87,12,-18,-24,-83,-46.0,-46.77111534808469,False,False
2001,-45.0,126,-70,1,65,-45,-66,-54,-76,-82,-40.875,-48.87441158113731,False,False
2002,-45.0,127,-70,18,76,-80,-65,-69,-36,-44,-33.75,-43.1573536416885,False,False
2003,-45.0,128,73,-75,-52,-89,-59,-40,23,-52,-33.875,-42.71690654612024,False,False
2004,-45.0,129,-89,-85,-49,39,-62,26,-72,-11,-37.875,-41.461124820593994,False,False
2005,-45.0,130,-83,-43,4,-56,-53,-40,-76,49,-37.25,-41.18239964571717,False,False
2006,-45.0,131,-42,-45,-81,-85,-39,-80,73,26,-34.125,-43.02100297732977,False,False
2007,-45.0,132,-47,65,-37,-71,-67,-66,-47,-31,-37.625,-44.28445193279342,False,False
2008,-45.0,133,-85,-9,-52,-76,-56,11,-44,-46,-44.625,-45.4415674091091,False,False
2009,-45.0,134,-20,-84,32,-88,-87,-10,57,-88,-36.0,-41.533330749517205,False,False
2010,-45.0,135,-34,-50,-60,-70,-26,-48,-55,-22,-45.625,-45.65086992361273,False,False
2011,-45.0,136,-90,-60,-45,-58,-33,-58,87,-19,-34.5,-45.259472009410615,False,False
2012,-45.0,137,53,-38,-45,-69,12,-51,-69,-84,-36.375,-41.15072099791524,False,False
2013,-45.0,138,-38,-42,-44,73,-12,-77,-75,-67,-35.25,-42.950969121564896,False,False
2014,-45.0,139,-84,-47,-55,-7,-35,-65,14,-81,-45.0,-46.02138922328544,False,False
2015,-45.0,140,-89,-44,-68,-59,56,56,-82,-42,-34.0,-43.815449665407186,False,False
2016,-45.0,141,-37,-32,-89,-74,-57,9,-55,-14,-43.625,-43.9543641737514,False,False
2017,-45.0,142,-43,-49,-49,-89,28,-74,-65,2,-42.375,-44.45762070667422,False,False
2018,-45.0,143,-27,-70,-73,-88,-2,4,-60,-36,-44.0,-44.41759878231093,False,False
2019,-45.0,144,-21,-71,86,-59,-56,-77,-82,61,-27.375,-43.46704290192031,False,False
2020,-45.0,145,-89,-64,16,5,-76,-83,45,-65,-38.875,-43.42645106376915,False,False
2021,-45.0,146,-49,-80,-80,-78,-19,33,37,-88,-40.5,-45.38632520683112,False,False
2022,-45.0,147,-79,73,-46,-44,18,-86,-67,-65,-37.0,-46.66442219390157,False,False
2023,-45.0,148,-74,-38,-63,52,-85,5,-79,-24,-38.25,-42.62839505201657,False,False
2024,-45.0,149,-83,-64,-7,-80,-73,19,30,-84,-42.75,-46.33931118476508,False,False
2025,-45.0,150,-71,-76,-79,65,-67,-61,8,-39,-40.0,-48.197585880626434,False,False
2026,-45.0,151,36,-37,-79,-82,3,-85,-54,-25,-40.375,-42.650489689919254,False,False
2027,-45.0,152,-87,3,-82,24,-5,-62,-86,-78,-46.625,-49.319425169728675,False,False
2028,-45.0,153,-51,-83,-88,-36,-36,-26,-58,29,-43.625,-45.235193684591934,False,False
2029,-45.0,154,-12,-80,88,-38,-83,-19,-56,-75,-34.375,-45.45618107861185,False,False
2030,-45.0,155,-26,59,-37,-89,0,-63,-51,-86,-36.625,-41.285495952417534,False,False
2031,-45.0,156,77,28,-89,-79,-59,-60,-38,-62,-35.25,-46.33119254175617,False,False
2032,-45.0,157,-90,-75,-81,30,-58,87,-89,76,-25.0,-47.6943612205919,False,False
2033,-45.0,158,-62,4,47,89,-86,-53,-89,-78,-28.5,-42.99497134067204,False,False
2034,-45.0,159,-82,62,-46,-70,-65,21,-58,-79,-39.625,-48.06876130399803,False,False
2035,-45.0,160,-90,-63,-43,-82,-54,6,-65,7,-48.0,-49.454113162688884,False,False
2036,-45.0,161,-23,-82,-66,-37,-72,-12,-41,-33,-45.75,-45.60827041043618,False,False
2037,-45.0,162,-43,-69,-45,-58,69,19,-53,-88,-33.5,-41.000472260277434,False,False
2038,-45.0,163,35,-73,-68,-87,9,-54,-38,-88,-45.5,-49.294838065489074,False,False
2039,-45.0,164,-81,-70,-86,15,-46,-17,-80,-1,-45.75,-47.03712285633418,False,False
2040,-45.0,165,-24,-66,4,6,-31,-87,-75,-73,-43.25,-43.829335051106284,False,False
2041,-45.0,166,63,-78,69,-66,-60,-36,-66,-74,-31.0,-44.80935009744343,False,False
2042,-45.0,167,-20,-88,-70,-81,-6,-84,-47,68,-41.0,-48.984146230886665,False,False
2043,-45.0,168,-88,4,-40,-52,86,-20,-84,-78,-34.0,-44.54789181597354,False,False
2044,-45.0,169,-25,-86,-89,-32,-29,-48,-6,-72,-48.375,-48.141797227119554,False,False
2045,-45.0,170,-73,-90,-36,-78,-69,-29,38,26,-38.875,-42.58344062233559,False,False
2046,-45.0,171,-87,49,43,-85,-71,-50,-85,-19,-38.125,-45.51108742610498,False,False
2047,-45.0,172,-50,-39,-88,-81,-41,-58,24,19,-39.25,-41.14260105662217,False,False
2048,-45.0,173,-31,-55,-42,-56,-68,-29,-70,-33,-48.0,-47.97311879853285,False,False
2049,-45.0,174,-29,16,-83,-75,-54,-56,-78,-4,-45.375,-46.72990321431266,False,False
2050,-45.0,175,-83,38,5,-60,-69,-86,-18,-52,-40.625,-43.55209925539441,False,False
2051,-45.0,176,-49,-44,-57,-87,1,64,-75,-89,-42.0,-49.62703967459109,False,False
2052,-45.0,177,-81,-83,21,4,30,-77,-86,-44,-39.5,-42.2810228239708,False,False
2053,-45.0,178,-40,87,88,-81,-24,-85,-48,-81,-23.0,-44.28657005062067,False,False
2054,-45.0,179,-47,-33,-68,-75,-88,14,39,-59,-39.625,-43.02306660100541,False,False
2055,-45.0,180,-51,-27,-39,-46,-27,-34,-83,-31,-42.25,-41.86725433634527,False,False
2056,-45.0,181,-69,-23,-71,84,-67,-67,71,-89,-28.875,-48.21439833463103,False,False
2057,-45.0,182,-22,-31,-32,-34,-62,-61,-16,-78,-42.0,-41.78083713304912,False,False
2058,-45.0,183,-52,58,-72,-73,49,-58,-35,-72,-31.875,-40.47367293188202,False,False
2059,-45.0,184,-85,-59,-89,54,25,-85,-58,18,-34.875,-40.6094659739621,False,False
2060,-45.0,185,-15,-87,-80,11,39,-46,-83,-83,-43.0,-46.697002403753515,False,False
2061,-45.0,186,-86,-55,-53,-19,-21,-10,-75,-67,-48.25,-48.397987974188055,False,False
2062,-45.0,187,69,-88,-68,-72,55,1,-81,-75,-32.375,-44.95783976790861,False,False
2063,-45.0,188,-21,-30,-68,-81,-75,79,27,-85,-31.75,-41.2817133454985,False,False
2064,-45.0,189,71,-47,-88,-58,-29,-82,-58,12,-34.875,-42.47567768972749,False,False
2065,-45.0,190,81,-85,-39,46,-43,-78,-62,-86,-33.25,-47.28317497181388,False,False
2066,-45.0,191,-39,-39,-90,-39,-83,-43,-65,79,-39.875,-49.754428999218504,False,False
2067,-45.0,192,-44,-67,88,17,-26,-80,-79,-55,-30.75,-42.01185011463437,False,False
2068,-45.0,193,-33,-90,-1,43,-87,-55,-79,-32,-41.75,-44.828872089075986,False,False
2069,-45.0,194,-70,-76,-44,-35,16,-46,-85,45,-36.875,-40.54076628660903,False,False
2070,-45.0,195,-60,89,-42,-56,-1,-87,-27,-73,-32.125,-43.06828568267892,False,False
2071,-45.0,196,82,-75,-61,-89,-7,-66,17,-83,-35.25,-46.710964080667594,False,False
2072,-45.0,197,-74,-37,-66,-77,65,63,-87,-39,-31.5,-43.883758240063344,False,False
2073,-45.0,198,-40,-25,30,-75,-65,-52,-73,-22,-40.25,-42.03122221619799,False,False
2074,-45.0,199,24,-81,-88,-85,-4,59,-77,-57,-38.625,-46.035782221483316,False,False
2075,-45.0,200,-54,16,-84,-77,-75,-33,-24,-43,-46.75,-47.83026045943117,False,False
2076,-45.0,201,-70,-54,-79,-72,88,-43,23,-75,-35.25,-49.409144730781236,False,False
2077,-45.0,202,-44,-70,-19,-69,-70,-33,-10,-67,-47.75,-48.0319401098763,False,False
2078,-45.0,203,-78,2,-63,-78,11,-7,-69,-89,-46.375,-47.9451971025334,False,False
2079,-45.0,204,-35,-46,-81,83,-76,33,-50,-74,-30.75,-42.228460199540166,False,False
2080,-45.0,205,-45,-75,-54,-68,-69,-4,-27,-32,-46.75,-47.05112356686905,False,False
2081,-45.0,206,-7,-76,-65,11,-83,-73,-66,68,-36.375,-44.30873879750661,False,False
2082,-45.0,207,-59,-75,10,60,-60,-56,-31,-79,-36.25,-42.31826211034121,False,False
2083,-45.0,208,-31,-37,89,41,-71,-81,-90,-87,-33.375,-48.875169379374825,False,False
2084,-45.0,209,-48,-73,59,84,-76,-16,-70,-78,-27.25,-42.08927960291288,False,False
2085,-45.0,210,-50,10,-1,-59,-65,-67,-90,-52,-46.75,-48.02626652200075,False,False
2086,-45.0,211,-42,43,-74,-16,-56,-54,-51,-86,-42.0,-45.494431066210495,False,False
2087,-45.0,212,-44,-48,-56,-36,-88,46,-15,-87,-41.0,-44.27632873641929,False,False
2088,-45.0,213,-23,-86,-87,-54,35,-37,12,-87,-40.875,-43.17846609476899,False,False
2089,-45.0,214,-82,36,-89,24,-68,-67,-23,-56,-40.625,-44.57191598764237,False,False
2090,-45.0,215,-78,-20,-76,-7,25,-29,-87,-77,-43.625,-45.04665313210731,False,False
2091,-45.0,216,-62,-28,-59,86,-15,-76,-73,-31,-32.25,-42.334242358177136,False,False
2092,-45.0,217,-48,-25,83,-71,-20,-51,-58,-58,-31.0,-40.22143038763264,False,False
2093,-45.0,218,-58,-55,-82,-81,-84,69,-17,7,-37.625,-45.49003158557926,False,False
2094,-45.0,219,-85,-9,-76,-56,9,-72,-75,52,-39.0,-44.11856388307075,False,False
2095,-45.0,220,-5,-32,65,-83,-70,-82,-90,-2,-37.375,-43.47140175338825,False,False
2096,-45.0,221,-48,-29,87,30,-82,-58,-86,-87,-34.125,-47.60816991891315,False,False
2097,-45.0,222,30,-22,-13,-63,-2,-71,-85,-85,-38.875,-40.01506924417819,False,False
2098,-45.0,223,-68,-13,-65,-51,-38,-25,-46,-46,-44.0,-44.08732987133996,False,False
2099,-45.0,224,-83,84,-90,-32,-39,-46,-30,-17,-31.625,-40.025398200600335,False,False
2100,-45.0,225,-46,-44,39,-57,-80,-66,-64,6,-39.0,-42.264697142461074,False,False
2101,-45.0,226,59,43,16,-88,-79,-84,-67,-83,-35.375,-45.2179543215573,False,False
2102,-45.0,227,-84,-62,-76,15,-64,5,-38,-58,-45.25,-47.01061125794709,False,False
2103,-45.0,228,2,-37,-45,-51,-67,-70,-57,-46,-46.375,-46.965131461739986,False,False
2104,-45.0,229,49,-87,-21,-16,-44,-80,-87,-59,-43.125,-47.36158290016138,False,False
2105,-45.0,230,-79,-56,31,-49,-61,-38,-51,-9,-39.0,-40.96650278918972,False,False
2106,-45.0,231,-90,-54,-27,-84,-35,-38,40,-81,-46.125,-49.35862605401945,False,False
2107,-45.0,232,-2,32,-89,-86,-32,-88,-75,63,-34.625,-41.34654265389531,False,False
2108,-45.0,233,-54,-72,-59,-33,-4,-10,-62,-59,-44.125,-44.60195810956071,False,False
2109,-45.0,234,-45,-48,-64,2,-38,-87,-20,-64,-45.5,-45.76849946934826,False,False
2110,-45.0,235,-72,43,-88,-31,-36,-61,-60,-35,-42.5,-45.86938832097272,False,False
2111,-45.0,236,-54,-78,-58,-36,46,-76,-31,-51,-42.25,-46.28064812308267,False,False
2112,-45.0,237,-40,-5,-43,-80,-43,-66,-33,-70,-47.5,-47.68468376882822,False,False
2113,-45.0,238,-77,-25,-77,19,-33,-60,-41,-55,-43.625,-44.785761110575095,False,False
2114,-45.0,239,71,-70,-27,-54,-82,20,-87,-45,-34.25,-42.1847733010903,False,False
2115,-45.0,240,-44,-58,-34,-48,-72,-19,-37,-67,-47.375,-47.39221352038291,False,False
2116,-45.0,241,-48,-74,-24,8,-79,-15,-34,-89,-44.375,-44.521620228095884,False,False
2117,-45.0,242,-84,-70,-29,-86,21,71,-24,-68,-33.625,-41.191485964006034,False,False
2118,-45.0,243,-66,54,-73,-80,-74,-49,14,-14,-36.0,-40.9633810952528,False,False
2119,-45.0,244,-80,-55,-37,-59,-26,-75,-15,-30,-47.125,-47.053241874227496,False,False
2120,-45.0,245,-76,34,-49,-62,-9,-69,-77,-40,-43.5,-46.371403304366396,False,False
2121,-45.0,246,-75,-54,-81,62,-55,-40,17,-68,-36.75,-43.8244873594447,False,False
2122,-45.0,247,-36,-90,-27,-72,43,-84,-33,-66,-45.625,-49.348159285533484,False,False
2123,-45.0,248,-59,-75,-26,-58,0,-56,-81,43,-39.0,-42.390698176592736,False,False
2124,-45.0,249,11,-57,50,-89,-53,-60,-71,-55,-40.5,-45.83277165531493,False,False
2125,-45.0,250,-27,-66,-66,-31,-75,1,-29,-59,-44.0,-44.3133554593135,False,False
2126,-45.0,251,-38,-78,-89,-82,-20,-67,23,21,-41.25,-43.37208973157442,False,False
2127,-45.0,252,-62,-69,62,-52,-57,32,-81,-90,-39.625,-49.250513217010024,False,False
2128,-45.0,253,6,-81,58,-74,-24,-82,-83,-26,-38.25,-43.50050863925355,False,False
2129,-45.0,254,-74,-33,-52,88,-80,31,-72,-60,-31.5,-44.813993694193755,False,False
2130,-45.0,255,-82,83,-9,-44,-54,-77,-5,-81,-33.625,-43.302802530369945,False,False
2131,-45.0,256,-73,-72,-69,-16,-60,-46,70,-4,-33.75,-40.69910689543008,False,False
2132,-45.0,257,-65,5,-87,-87,-65,-59,11,-36,-47.875,-49.49239036279059,False,False
2133,-45.0,258,-65,-83,88,-88,13,-30,-34,-42,-30.125,-40.193874279678596,False,False
2134,-45.0,259,-63,-86,18,11,-49,-70,-62,-19,-40.0,-41.39086782969403,False,False
2135,-45.0,260,-65,-64,-45,-28,-84,-63,47,-34,-42.0,-46.08446051609556,False,False
2136,-45.0,261,-87,-80,81,26,-51,-44,-47,-78,-35.0,-46.72740034190386,False,False
2137,-45.0,262,-81,-33,-57,-90,-74,-18,-10,15,-43.5,-44.00494078190354,False,False
2138,-45.0,263,-44,-60,-17,-61,-64,48,-90,-64,-44.0,-48.6653056810093,False,False
2139,-45.0,264,-76,-9,-88,-75,-90,15,87,-52,-36.0,-48.92651668176467,False,False
2140,-45.0,265,-42,76,-90,-65,-46,-64,-79,18,-36.5,-46.61224529181527,False,False
2141,-45.0,266,-89,81,-60,-77,-25,-17,-71,-24,-35.25,-44.41577431651115,False,False
2142,-45.0,267,15,-89,-86,-88,-22,28,-83,-1,-40.75,-42.26337318554732,False,False
2143,-45.0,268,-53,-67,-33,-62,22,-89,-60,75,-33.375,-42.52290653708627,False,False
2144,-45.0,269,-71,-24,-78,-55,-10,-66,-37,30,-38.875,-40.51670589451999,False,False
2145,-45.0,270,-81,-38,37,-54,-88,-48,74,-60,-32.25,-42.22202781670774,False,False
2146,-45.0,271,-71,-77,-35,23,-88,-33,12,-59,-41.0,-42.691535711554366,False,False
2147,-45.0,272,-10,-3,-64,-55,-21,-79,-72,-47,-43.875,-44.178729883664374,False,False
2148,-45.0,273,-74,-61,-77,-42,-31,-61,58,-9,-37.125,-42.31742601636179,False,False
2149,-45.0,274,-48,-8,-71,-73,-60,61,-61,-74,-41.75,-48.90148327046984,False,False
2150,-45.0,275,19,36,-76,-56,-68,-75,-42,-45,-38.375,-41.849990081344316,False,False
2151,-45.0,276,-78,-53,85,-25,-73,-86,81,-35,-23.0,-41.13082940639728,False,False
2152,-45.0,277,-14,-60,-36,-71,-29,-63,73,-79,-34.875,-42.466526781382925,False,False
2153,-45.0,278,-73,89,-60,-44,-86,57,-38,-60,-26.875,-42.62017407173508,False,False
2154,-45.0,279,-86,-70,-51,-20,-56,12,-80,43,-38.5,-41.98391478912475,False,False
2155,-45.0,280,83,-9,-82,-78,-69,2,-17,-84,-31.75,-40.569308599018626,False,False
2156,-45.0,281,70,-27,-66,-54,-38,-78,-53,-31,-34.625,-41.51137967479494,False,False
2157,-45.0,282,-50,85,44,-74,-59,-55,-38,-89,-29.5,-42.60379284339919,False,False
2158,-45.0,283,-87,-29,-35,-86,-41,-52,-51,57,-40.5,-45.50102316295661,False,False
2159,-45.0,284,14,-38,-88,27,73,-80,-87,-89,-33.5,-42.45658754461434,False,False
2160,-45.0,285,-72,-59,-54,-50,-49,-60,-10,-28,-47.75,-48.035125887462016,False,False
2161,-45.0,286,-64,-71,66,-87,-77,-63,31,-49,-39.25,-49.75190150187359,False,False
2162,-45.0,287,66,-81,-9,-59,-84,-45,12,-76,-34.5,-40.918392003878665,False,False
2163,-45.0,288,-78,-34,80,62,-51,-61,-64,-88,-29.25,-44.57663615581512,False,False
2164,-45.0,289,-49,-49,-65,-55,-84,-43,80,-9,-34.25,-43.480592582104066,False,False
